,Name,PSRJ,RAJ,DECJ,POSEPOCH,F0,F1,F2,PEPOCH,DM,DIST,W50,W10,S400,S1400,SPINDX,PSRTYPE,NGLT
174,B0531+21,J0534+2200,05:34:31.9,+22:00:52.0,40675.00,29.946923,-3.775e-10,1.115e-20,48442.50,56.79,2.00,3.000,4.700,550.00,14.00,-3.10,"HE[cdt69,fhm+69,hjm+70]",24
175,J0534-6703,J0534-6703,05:34:36.1,-67:03:48.8,52410.00,0.550187,-1.287e-13,*,52410.00,94.70,49.70,25.000,*,*,0.08,*,*,*
176,J0535-66,J0535-66,05:35:40,-66:52,51393.00,4.750044,*,*,51393.00,75.00,49.70,*,*,*,*,*,*,*
177,J0535-6935,J0535-6935,05:35,-69:35,52200.00,4.987249,-2.860e-13,*,52200.00,93.70,49.70,*,*,*,0.05,*,*,*
178,B0538-75,J0536-7543,05:36:30.7,-75:43:56.7,46972.00,0.802661,-3.640e-16,*,48409.00,17.50,1.04,75.000,105.000,75.00,13.00,*,*,*
179,J0537-69,J0537-69,05:37:43,-69:21,55420.00,8.879953,*,*,55420.00,273.00,49.70,*,*,*,*,*,*,*
180,J0537-6910,J0537-6910,05:37:47.4,-69:10:19.8,52061.33,62.026190,-1.992e-10,6.100e-21,52061.33,*,49.70,*,*,*,0.00,*,NRAD,23
181,J0538+2817,J0538+2817,05:38:25.0,+28:17:09.1,52275.00,6.985276,-1.790e-13,-6.370e-25,51086.00,39.57,1.30,2.700,13.900,8.20,1.90,*,HE[mkz+03],*
182,J0540+3207,J0540+3207,05:40:37.1,+32:07:37.3,54780.00,1.907411,-1.630e-15,*,54780.00,61.97,2.37,12.000,*,*,0.34,*,*,*
183,B0540-69,J0540-6919,05:40:11.2,-69:19:54.1,51722.00,19.802444,-1.878e-10,3.752e-21,51197.00,146.50,49.70,18.000,*,0.00,0.02,*,HE[mp85],1
184,J0540-7125,J0540-7125,05:40:30.8,-71:25:31.4,49527.17,0.777596,-4.958e-16,*,49527.17,29.41,2.69,40.000,70.000,5.00,*,*,*,*
185,J0542-68,J0542-68,05:42:35,-68:16,51975.00,2.351895,*,*,51975.00,114.00,49.70,*,*,*,*,*,*,*
186,B0540+23,J0543+2329,05:43:09.6,+23:29:05,48892.00,4.065458,-2.549e-13,2.420e-25,48892.00,77.71,3.54,6.200,18.900,29.00,9.00,-0.70,*,*
187,J0543-6851,J0543-6851,05:43:52.7,-68:51:25.3,52410.00,1.410528,-7.839e-15,*,52410.00,131.00,49.70,58.000,*,*,0.22,*,*,*
188,J0545-03,J0545-03,05:45,-03:10,*,0.931159,*,*,*,67.20,6.30,*,*,*,*,*,RRAT,*
189,J0546+2441,J0546+2441,05:46:28.7,+24:41:21,52914.00,0.351636,-9.459e-16,*,52914.00,73.81,3.16,28.000,51.000,2.65,*,*,*,*
190,J0554+3107,J0554+3107,05:54:05.0,+31:07:41,55214.00,2.150718,-6.596e-13,1.800e-24,55214.00,*,*,*,*,*,0.00,*,NRAD,*
191,J0555+3948,J0555+3948,05:55,+39:48,56375.00,0.871911,*,*,56375.00,37.00,1.76,*,*,*,*,*,*,*
192,J0555-7056,J0555-7056,05:55:01.8,-70:56:45.6,52408.00,1.207966,-8.697e-15,*,52408.00,73.40,49.70,27.000,*,*,0.21,*,*,*
193,J0557+1550,J0557+1550,05:57:31.4,+15:50:06.0,56346.00,391.180128,-1.125e-15,*,56346.00,102.57,5.65,*,*,*,0.05,*,*,*
194,B0559-57,J0600-5756,06:00:46.5,-57:56:54,43557.36,0.442211,-5.436e-16,*,43557.36,30.00,2.55,60.000,95.000,2.10,*,*,*,*
195,B0559-05,J0601-0527,06:01:58.9,-05:27:50.5,49379.00,2.525449,-8.305e-15,2.420e-26,49379.00,80.54,7.54,11.600,24.100,22.70,2.50,-1.80,*,1
196,J0605+37,J0605+37,06:05,+37,*,366.300366,*,*,*,21.00,1.16,*,*,*,*,*,*,*
197,J0608+00,J0608+00,06:08:49,+00:39,56033.00,0.929195,*,*,56033.00,48.00,2.58,*,*,*,*,*,*,*
198,J0609+2130,J0609+2130,06:09:58.8,+21:30:02.8,52758.00,17.953962,-7.575e-17,*,52758.00,38.73,1.82,1.600,7.400,0.80,*,*,*,*
199,J0610-2100,J0610-2100,06:10:13.5,-21:00:28.0,53100.00,258.978479,-8.283e-16,*,53100.00,60.67,5.64,0.200,1.800,*,0.40,*,HE[egc+13],*
200,J0610+37,J0610+37,06:11,+37:18,*,2.252958,*,*,*,39.00,1.88,*,*,1.30,*,*,*,*
201,J0611+30,J0611+30,06:11:16,+30:16,*,0.708170,*,*,*,45.30,1.95,*,*,1.40,*,*,*,*
202,B0609+37,J0612+3721,06:12:48.6,+37:21:37.3,49679.00,3.355904,-6.697e-16,-1.650e-26,49679.00,27.14,1.49,5.300,17.700,8.80,4.00,-1.30,*,*
203,J0613-0200,J0613-0200,06:13:43.9,-02:00:47.2,54500.00,326.600562,-1.023e-15,*,54500.00,38.78,1.09,0.462,0.920,21.00,2.30,-1.80,HE,*
204,J0613+3731,J0613+3731,06:13:12.1,+37:31:38.3,56000.00,1.614992,-8.463e-15,*,56000.00,18.99,1.05,11.000,*,1.60,0.13,-1.80,*,*
205,B0611+22,J0614+2229,06:14:17.1,+22:30:36,49674.00,2.985431,-5.299e-13,6.680e-24,49674.00,96.91,4.74,6.900,13.800,29.00,2.20,-2.10,*,*
206,J0614-3329,J0614-3329,06:14:10.3,-33:29:54.1,55100.00,317.594455,-1.770e-15,*,55100.00,37.05,1.02,*,*,*,*,*,HE,*
207,J0614+83,J0614+83,06:14,+83:14,*,0.962276,*,*,*,44.00,4.04,*,*,1.90,*,*,*,*
208,J0621+0336,J0621+0336,06:21:11.2,+03:36:45.5,54236.00,3.704334,-9.935e-17,*,54236.00,72.59,3.58,3.440,*,*,1.00,*,*,*
209,J0621+1002,J0621+1002,06:21:22.1,+10:02:38.7,50944.00,34.657407,-5.684e-17,*,50944.00,36.60,1.88,9.150,*,*,1.90,-1.90,*,*
210,J0621+25,J0621+25,06:21,+25,*,367.647059,*,*,*,83.60,4.25,*,*,*,*,*,*,*
211,J0622+3749,J0622+3749,06:22:10.5,+37:49:13.6,55225.00,3.001126,-2.290e-13,*,55225.00,*,*,*,*,*,*,*,NRAD,*
212,J0623+0340,J0623+0340,06:23:46.7,+03:40:06.8,54666.00,1.629302,-2.346e-16,*,54666.00,54.00,2.53,18.780,*,*,0.27,*,*,*
213,B0621-04,J0624-0424,06:24:20.0,-04:24:50.4,49876.00,0.962393,-7.692e-16,-7.300e-29,49876.00,70.83,4.28,52.000,71.200,4.90,2.00,-0.40,*,*
214,J0625+10,J0625+10,06:25:45,+10:16,*,2.006433,*,*,*,78.00,3.36,*,*,*,0.09,*,*,*
215,J0627+0649,J0627+0649,06:27:53.6,+06:49:54.1,54466.00,2.885815,-1.414e-14,*,54466.00,86.60,4.00,6.330,*,*,1.89,*,*,*
216,J0627+0706,J0627+0706,06:27:44.1,+07:06:33.3,54519.00,2.101383,-1.316e-13,*,54519.00,138.15,7.88,3.730,*,6.00,2.89,*,*,*
217,J0627+16,J0627+16,06:27:13,+16:12,*,0.458716,*,*,*,113.00,5.87,0.300,*,*,*,*,RRAT,*
218,J0628+0909,J0628+0909,06:28:36.1,+09:09:13.9,54990.00,0.805528,-3.555e-16,*,54990.00,88.30,4.00,8.000,*,*,0.06,*,RRAT,*
219,B0626+24,J0629+2415,06:29:05.7,+24:15:43.3,49438.00,2.098095,-8.785e-15,-7.800e-27,49438.00,84.19,4.67,8.800,21.800,31.00,3.20,-1.80,*,*
220,J0630-0046,J0630-0046,06:30:26.9,-00:46:05.8,54355.00,1.469346,-8.092e-15,*,54355.00,97.30,5.57,5.710,*,*,0.41,*,*,*
221,B0628-28,J0630-2834,06:30:49.4,-28:34:42.7,54100.00,0.803588,-4.600e-15,-1.180e-26,46603.00,34.42,0.32,58.200,119.700,206.00,23.00,-1.70,HE[to05],*
222,J0631+1036,J0631+1036,06:31:27.5,+10:37:02.5,53850.00,3.474635,-1.264e-12,1.660e-22,54750.00,125.36,6.54,*,*,1.50,0.94,*,"HE[tsn+01,waa+09]",14
223,J0633+0632,J0633+0632,06:33:44.2,+06:32:34.9,54945.00,3.362529,-8.999e-13,-2.000e-23,54945.00,*,*,*,*,*,*,*,NRAD,*
224,J0633+1746,J0633+1746,06:33:54.1,+17:46:12.9,49793.00,4.217640,-1.952e-13,*,50497.72,2.89,0.25,*,*,*,*,*,HE,1
225,J0633-2015,J0633-2015,06:33:08.8,-20:15:07.1,53389.00,0.307389,-3.609e-16,*,53389.00,90.70,7.84,60.000,80.000,*,0.20,*,*,*
226,J0635+0533,J0635+0533,06:35:18,+05:33:11,50744.00,29.536430,*,*,50744.00,*,*,*,*,*,*,*,NRAD,*
227,J0636-4549,J0636-4549,06:36:33.7,-45:49:32.6,52700.00,0.503881,-8.054e-16,*,52700.00,26.31,0.98,18.000,39.000,*,0.10,*,*,*
228,J0636+5129,J0636+5129,06:36:04.8,+51:28:59.9,56307.00,348.559232,-4.106e-16,*,56307.00,11.11,0.20,0.150,*,1.80,*,*,*,*
229,J0645+5158,J0645+5158,06:45:59.0,+51:58:14.9,56143.00,112.949723,-6.281e-17,*,56143.00,18.25,0.77,0.086,*,2.40,*,*,*,*
230,J0645+80,J0645+80,06:46,+80:09,*,1.520050,*,*,*,50.00,3.95,*,*,5.50,*,*,*,*
231,J0646+0905,J0646+0905,06:46:30.9,+09:05:49.3,54689.00,1.106301,-9.004e-16,*,54689.00,149.00,9.50,20.270,*,*,3.60,*,*,*
232,J0647+0913,J0647+0913,06:47:15.6,+09:13:59.5,54195.00,0.809813,-4.211e-15,*,54195.00,154.70,10.84,11.620,*,*,0.18,*,*,*
233,J0652-0142,J0652-0142,06:52:11.1,-01:42:30.3,54031.00,1.082188,-1.786e-16,*,54031.00,116.30,5.83,23.890,*,*,0.41,*,*,*
234,B0643+80,J0653+8051,06:53:15.0,+80:52:00.2,48712.00,0.823424,-2.576e-15,8.200e-28,48712.00,33.33,3.37,13.900,41.900,6.10,0.40,-2.10,*,*
235,J0656-2228,J0656-2228,06:56:30.2,-22:28:25.5,52850.00,0.816490,-1.780e-17,*,52850.00,32.39,1.79,16.000,31.000,*,0.60,*,*,*
236,J0656-5449,J0656-5449,06:56:48.9,-54:49:14.9,53000.00,5.459800,-9.512e-16,*,53000.00,67.50,4.88,5.400,10.200,*,*,*,*,*
237,J0658+0022,J0658+0022,06:58:15.2,+00:22:35.3,54322.00,1.775269,-2.884e-14,*,54322.00,122.00,6.46,12.670,*,*,0.13,*,*,*
238,B0656+14,J0659+1414,06:59:48.1,+14:14:21.5,49721.00,2.598137,-3.713e-13,7.640e-25,49721.00,13.98,0.28,18.400,30.000,6.50,3.70,-0.50,"HE[chmm89,rfk+96,srg+97,w",2
239,B0655+64,J0700+6418,07:00:37.8,+64:18:11.2,48806.00,5.110621,-1.790e-17,-5.600e-29,48806.00,8.78,0.49,6.000,10.000,10.10,0.30,-2.10,*,*
240,J0702-4956,J0702-4956,07:02:39.3,-49:56:34.2,57086.00,1.501516,*,*,57086.00,98.70,5.49,*,*,*,*,*,*,*
241,J0709-5923,J0709-5923,07:09:32.5,-59:23:55.6,53000.00,2.060715,-5.351e-16,*,53000.00,65.00,4.94,5.100,11.500,*,*,*,*,*
242,J0711+0931,J0711+0931,07:11:36.1,+09:31:25,51199.50,0.823662,-2.714e-16,*,51199.50,45.00,2.39,*,*,2.40,0.04,-3.50,*,*
243,J0711-6830,J0711-6830,07:11:54.1,-68:30:47.4,54500.00,182.117235,-4.944e-16,*,54500.00,18.41,1.04,1.092,2.570,10.00,3.20,-1.70,*,*
244,J0719-2545,J0719-2545,07:19:07.3,-25:45:00.2,53000.00,1.025931,-7.664e-15,*,53000.00,253.89,17.33,17.000,30.000,*,0.30,*,*,*
245,J0720-3125,J0720-3125,07:20:24.9,-31:25:50.0,52645.10,0.119174,-9.918e-16,*,53010.26,*,0.40,*,*,*,*,*,"XINS,NRAD",*
246,J0721-2038,J0721-2038,07:21:42.9,-20:38:07.0,55187.00,64.340148,-1.821e-16,*,55187.00,76.10,3.87,0.640,*,*,0.63,*,*,*
247,J0725-1635,J0725-1635,07:25:00.4,-16:35:45.8,50884.00,2.356760,-5.146e-16,1.500e-27,50884.00,98.98,4.68,4.100,14.000,4.00,0.33,*,*,*
248,J0726-2612,J0726-2612,07:26:08.1,-26:12:38.1,52950.00,0.290503,-2.474e-14,*,52950.00,69.40,3.01,31.000,104.000,*,0.20,*,*,*
249,J0729-1448,J0729-1448,07:29:16.4,-14:48:36.8,51367.00,3.973635,-1.789e-12,2.000e-23,51367.00,92.30,4.37,12.500,22.000,*,0.70,*,*,5
250,B0727-18,J0729-1836,07:29:32.3,-18:36:42.7,49720.00,1.960168,-7.284e-14,3.760e-25,49720.00,61.29,3.25,5.900,25.000,11.20,1.40,-1.60,*,2
251,J0733-2345,J0733-2345,07:33:24.6,-23:45:56.2,53014.00,0.556715,-1.768e-15,*,53014.00,194.00,11.95,20.000,*,*,0.07,*,*,*
252,J0734-1559,J0734-1559,07:34,-15:59,*,6.400000,-5.000e-13,*,*,*,*,*,*,*,*,*,*,*
253,J0735-62,J0735-62,07:35:22,-62:58,*,0.205637,*,*,*,19.40,0.83,*,*,*,*,*,RRAT,*
254,J0737-2202,J0737-2202,07:37:44.0,-22:02:05.3,51581.00,3.121426,-5.328e-14,6.800e-26,51581.00,95.70,4.30,6.300,20.000,*,0.47,*,*,*
255,J0737-3039A,J0737-3039A,07:37:51.2,-30:39:40.7,54100.00,44.054069,-3.416e-15,*,53156.00,48.92,1.10,14.300,15.100,*,1.60,*,"HE[cgm+07,gkj+13]",*
256,J0737-3039B,J0737-3039B,07:37:51.2,-30:39:40.7,54100.00,0.360560,-1.160e-16,*,53156.00,48.92,1.10,58.000,88.000,*,1.30,*,*,*
257,J0737+69,J0737+69,07:37,+69:14,*,0.146536,*,*,*,16.00,0.94,*,*,1.20,*,*,*,*
258,B0736-40,J0738-4042,07:38:32.3,-40:42:40.9,51360.00,2.667236,-1.150e-14,*,51700.00,160.80,1.60,29.000,52.000,190.00,80.00,*,*,*
259,J0740+41,J0740+41,07:41,+41:04,*,318.550975,*,*,*,20.83,1.29,*,*,5.80,*,*,*,*
260,B0740-28,J0742-2822,07:42:49.0,-28:22:43.7,49326.00,5.996559,-6.049e-13,-1.320e-24,49326.00,73.78,2.00,5.400,8.300,296.00,15.00,-2.00,HE,7
261,J0742+66,J0742+66,07:42,+66:20,*,346.535920,*,*,*,14.96,0.87,*,*,32.50,*,*,HE[lsg+15],*
262,B0743-53,J0745-5353,07:45:02.3,-53:51:22,43779.71,4.654706,-5.915e-14,*,43779.71,122.30,7.14,13.000,30.000,23.00,*,*,*,*
263,J0746-4529,J0746-4529,07:46:59.5,-45:29:26.6,52950.00,0.358291,-2.139e-15,*,52950.00,134.57,5.71,39.000,70.000,*,0.20,*,*,*
264,J0746+66,J0746+66,07:46,+66:36,*,2.452963,*,*,*,28.00,2.38,*,*,7.40,*,*,*,*
265,J0749-4247,J0749-4247,07:49:49.6,-42:47:42.1,49014.00,0.912865,-8.142e-16,*,49014.00,104.59,2.36,20.000,46.000,8.00,0.60,*,*,*
266,J0750+57,J0750+57,07:50,+57:00,*,0.851154,*,*,*,27.00,2.19,*,*,2.90,*,*,*,*
267,J0751+1807,J0751+1807,07:51:09.1,+18:07:38.6,51800.00,287.457859,-6.434e-16,*,51800.00,30.25,0.40,0.700,*,10.00,3.20,-1.60,"HE[wob+04,aaa+09f]",*
268,B0751+32,J0754+3231,07:54:40.6,+32:31:56.2,48725.00,0.693313,-5.191e-16,-2.300e-28,48725.00,39.95,3.92,12.200,99.700,8.00,0.60,-2.10,*,*
269,B0756-15,J0758-1528,07:58:29.0,-15:28:08.7,49896.00,1.465706,-3.478e-15,-2.370e-26,49896.00,63.33,3.72,7.600,14.100,8.20,2.00,-1.60,*,1
270,J0804-3647,J0804-3647,08:04:22.2,-36:47:35.5,54987.00,0.456207,-8.762e-16,*,54987.00,196.00,7.79,37.950,*,*,0.29,*,*,*
271,J0806+08,J0806+08,08:06:05,+08:17,56477.00,0.484707,*,*,56477.00,46.00,5.07,*,*,*,*,*,*,*
272,J0806-4123,J0806-4123,08:06:23.4,-41:22:30.9,54771.32,0.087948,-4.300e-16,*,54771.32,*,*,*,*,*,*,*,"XINS,NRAD",*
273,J0807-5421,J0807-5421,08:07:47.1,-54:21:26.4,55333.00,1.898818,-1.363e-15,*,55333.00,165.03,8.76,*,*,*,*,*,*,*
274,J0808-3937,J0808-3937,08:08:11.6,-39:37:52.9,54881.00,1.154269,-5.343e-16,*,54881.00,165.00,5.62,13.190,*,*,0.21,*,*,*
275,B0808-47,J0809-4753,08:09:43.8,-47:53:55.1,46916.00,1.827488,-1.029e-14,*,46800.00,228.30,12.71,15.000,35.000,46.00,3.00,*,*,*
276,J0812-3905,J0812-3905,08:12:14.8,-39:05:48.9,55083.00,2.072127,-1.928e-16,*,55083.00,327.00,26.83,37.060,*,*,0.88,*,*,*
277,B0809+74,J0814+7429,08:14:59.5,+74:29:05.7,49162.00,0.773849,-1.007e-16,1.600e-28,49162.00,5.73,0.43,41.400,89.500,41.10,10.00,-1.70,*,*
278,J0815+0939,J0815+0939,08:15:08.7,+09:39:50.7,52854.00,1.550000,-3.339e-16,*,52854.00,52.67,4.52,166.000,183.000,3.70,*,*,*,*
279,J0818-3049,J0818-3049,08:18:49.3,-30:49:31,55903.00,1.309343,-9.943e-16,*,55903.00,133.70,4.17,6.410,*,*,0.45,*,*,*
280,J0818-3232,J0818-3232,08:18:25.9,-32:32:30.5,52500.00,0.462693,-1.613e-16,*,52500.00,131.80,3.82,21.000,47.000,*,0.50,*,*,*
281,B0818-13,J0820-1350,08:20:26.3,-13:50:55.8,52275.00,0.807670,-1.373e-15,1.800e-28,48904.00,40.94,1.90,22.100,35.600,102.00,7.00,-2.20,*,*
282,J0820-3826,J0820-3826,08:20:59.9,-38:26:42.8,54194.00,8.010485,-1.567e-13,*,54194.00,195.56,6.82,6.600,*,*,1.25,*,*,*
283,J0820-3921,J0820-3921,08:20:49.1,-39:21:55.7,52700.00,0.931475,-1.056e-14,*,52700.00,179.40,6.19,44.000,109.000,*,0.20,*,*,*
284,B0818-41,J0820-4114,08:20:15.4,-41:14:36.4,48383.00,1.833364,-6.353e-17,*,48383.00,113.40,2.38,135.000,190.000,65.00,5.20,*,*,*
285,J0821-4221,J0821-4221,08:21:44.6,-42:21:25.4,52950.00,2.520617,-2.210e-14,*,52950.00,270.60,18.16,17.000,25.000,*,0.20,*,*,*
286,J0821-4300,J0821-4300,08:21:57.3,-43:00:17.0,53454.00,8.865291,-7.290e-16,*,55580.00,*,2.20,*,*,*,*,*,NRAD,*
287,B0820+02,J0823+0159,08:23:09.7,+01:59:12.4,49281.00,1.156239,-1.398e-16,-7.900e-28,49281.00,23.73,1.44,21.200,34.800,30.00,1.50,-2.30,*,*
288,J0824+00,J0824+00,08:24:16,+00:27,56398.00,101.010101,*,*,56398.00,35.00,2.57,*,*,*,*,*,*,*
289,B0823+26,J0826+2637,08:26:51.3,+26:37:23.7,46450.00,1.884444,-6.070e-15,1.500e-26,46450.00,19.48,0.32,5.800,12.400,73.00,10.00,-1.60,HE[bwt+04],*
290,B0826-34,J0828-3417,08:28:16.6,-34:17:07,48132.00,0.540857,-2.914e-16,-1.000e-27,48132.00,52.20,0.54,740.000,1000.000,16.00,0.25,*,*,*
291,J0831-4406,J0831-4406,08:31:32.4,-44:06:11.9,51396.00,3.208486,-1.317e-14,*,51396.00,254.00,12.73,6.100,17.000,*,0.43,*,*,*
292,J0834-4159,J0834-4159,08:34:16.3,-41:59:51,51505.00,8.256524,-3.025e-13,*,51505.00,240.50,9.74,5.800,*,*,0.19,*,*,*
293,J0834-60,J0834-60,08:34:50,-60:35,51401.10,2.599800,*,*,51401.10,20.00,0.49,*,*,*,*,*,*,*
294,J0835-3707,J0835-3707,08:35:03.0,-37:07:51.5,51137.00,1.847048,-3.336e-14,*,51137.00,112.30,2.34,4.900,12.000,*,0.28,*,*,*
295,J0835-42,J0835-42,08:35:37,-42:32:37,*,1.354280,*,*,*,190.00,6.75,*,*,*,*,*,*,*
296,B0833-45,J0835-4510,08:35:20.6,-45:10:34.8,51544.00,11.194650,-1.567e-11,1.028e-21,51559.32,67.99,0.28,2.100,4.500,5000.00,1100.00,*,"HE[hg73,tfko75]",19
297,B0834+06,J0837+0610,08:37:05.6,+06:10:14.5,48721.00,0.785072,-4.191e-15,9.600e-29,48721.00,12.86,0.76,23.900,33.900,89.00,4.00,-2.70,*,*
298,J0837-24,J0837-24,08:37:44,-24:47:48,*,*,*,*,*,142.80,10.34,1.000,*,*,*,*,RRAT,*
299,B0835-41,J0837-4135,08:37:21.1,-41:35:14.3,52340.00,1.330453,-6.265e-15,*,51700.00,147.29,1.50,8.900,18.000,197.00,16.00,*,*,*
300,J0838-2621,J0838-2621,08:38:18.8,-26:21:29.5,53200.00,3.240644,-4.096e-16,*,53200.00,116.90,4.56,7.000,34.000,*,0.20,*,*,*
301,J0838-3947,J0838-3947,08:38:30.8,-39:47:22,51162.00,0.586873,-2.800e-16,*,51162.00,219.00,8.21,57.000,*,*,0.11,*,*,*
302,B0839-53,J0840-5332,08:40:33.8,-53:32:35.5,47728.43,1.387709,-3.166e-15,*,47728.43,156.50,7.77,23.000,40.000,19.00,2.00,*,*,*
303,B0840-48,J0842-4851,08:42:05.3,-48:51:20.8,43557.44,1.551942,-2.287e-14,*,43557.44,196.85,8.68,8.300,75.000,6.20,0.62,*,*,*
304,J0843+0719,J0843+0719,08:43:33.8,+07:18:47.8,52892.00,0.732139,*,*,52892.00,36.60,3.72,23.000,*,*,*,*,*,*
305,J0843-5022,J0843-5022,08:43:09.8,-50:22:43.1,51500.00,4.785704,-3.948e-15,*,51500.00,178.47,7.69,6.100,29.000,*,0.31,*,*,*
306,B0844-35,J0846-3533,08:46:06.0,-35:33:40.7,48719.00,0.895979,-1.286e-15,9.300e-28,48719.00,94.16,1.43,22.000,76.000,16.00,2.70,*,*,*
307,J0847-4316,J0847-4316,08:47:57.3,-43:16:56.8,53816.00,0.167294,-3.357e-15,*,53816.00,292.50,13.44,27.000,*,*,*,*,RRAT,*
308,J0848+16,J0848+16,08:48:53,+16:43,55673.00,2.210433,*,*,55673.00,38.00,3.21,*,*,*,*,*,*,*
309,J0849-6322,J0849-6322,08:49:42.5,-63:22:35.0,51500.00,2.717737,-5.841e-15,*,51500.00,91.29,8.35,7.200,170.000,*,*,*,*,*
310,B0841+80,J0849+8028,08:49:01.5,+80:28:59.1,49993.00,0.624131,-1.739e-16,1.100e-27,49993.00,34.66,3.38,*,*,9.00,*,*,*,*
311,B0853-33,J0855-3331,08:55:38.4,-33:31:39.3,49886.00,0.788932,-3.934e-15,4.900e-28,49886.00,86.64,1.21,22.800,37.400,7.70,0.60,-1.90,*,*
312,J0855-4644,J0855-4644,08:55:36.1,-46:44:13.4,51368.00,15.459264,-1.736e-12,*,51368.00,238.20,9.90,7.500,*,*,0.20,*,*,*
313,J0855-4658,J0855-4658,08:55:19.5,-46:58:22.6,51395.00,1.738912,-4.118e-14,*,51395.00,472.70,28.35,11.000,22.000,*,0.23,*,*,*
314,B0855-61,J0856-6137,08:56:59.3,-61:37:53.3,43557.48,1.038952,-1.810e-15,*,43557.48,95.00,6.53,23.000,48.000,11.00,*,*,*,*
315,J0857-4424,J0857-4424,08:57:55.1,-44:24:10.3,49080.00,3.060217,-2.186e-13,*,49080.00,184.43,6.53,9.900,17.000,12.00,0.88,*,*,*
316,J0900-3144,J0900-3144,09:00:43.9,-31:44:30.9,53000.00,90.011843,-3.980e-16,*,53000.00,75.70,0.82,0.800,3.500,*,3.80,*,*,*
317,J0901-4624,J0901-4624,09:01:40.1,-46:24:48.5,51031.00,2.262468,-4.479e-13,*,51031.00,198.80,7.46,5.100,36.000,*,0.46,*,*,*
318,B0901-63,J0902-6325,09:02:32.4,-63:25:12.0,43557.50,1.514432,-2.454e-16,*,43557.50,76.00,4.44,18.000,38.000,4.50,*,*,*,*
319,B0903-42,J0904-4246,09:04:59.2,-42:46:14,43557.51,1.036086,-2.026e-15,*,43557.51,145.80,4.37,21.000,32.000,8.00,0.60,*,*,*
320,B0904-74,J0904-7459,09:04:10.8,-74:59:42.8,43555.43,1.819660,-1.533e-15,*,43555.43,51.10,4.41,20.000,32.000,11.00,14.00,*,*,*
321,J0905-4536,J0905-4536,09:05:23.9,-45:36:53.0,48818.00,1.011858,-1.526e-16,*,48818.00,179.70,6.35,35.000,228.000,13.00,0.83,*,*,*
322,J0905-5127,J0905-5127,09:05:51.9,-51:27:48.7,48958.00,2.887774,-2.076e-13,*,48958.00,196.43,8.38,9.000,175.000,12.00,1.10,*,*,*
323,J0905-6019,J0905-6019,09:05:15.2,-60:19:22.0,55191.00,2.933806,-4.493e-15,*,55191.00,91.40,4.40,*,*,*,*,*,*,*
324,B0905-51,J0907-5157,09:07:15.9,-51:57:59.2,46917.00,3.943902,-2.847e-14,*,46800.00,103.72,2.63,13.000,24.000,35.00,9.30,*,*,*
325,B0906-17,J0908-1739,09:08:38.1,-17:39:37.6,48737.00,2.489881,-4.151e-15,1.100e-27,48737.00,15.88,1.01,9.500,23.700,16.00,3.20,-1.40,*,*
326,B0906-49,J0908-4913,09:08:35.5,-49:13:06.5,46546.28,9.367279,-1.329e-12,*,46546.28,180.37,1.00,2.800,56.000,28.00,10.00,*,*,*
327,B0909-71,J0909-7212,09:09:36.0,-72:12:08.4,43557.53,0.733735,-1.793e-16,*,43557.53,54.30,4.00,17.000,77.000,6.50,*,*,*,*
328,B0904+77,J0910+77,09:10,+77:28,*,0.633292,*,*,*,*,*,*,*,*,*,*,*,*
329,J0912-3851,J0912-3851,09:12:42.7,-38:51:03,55093.00,0.655271,-1.541e-15,*,55093.00,70.00,0.62,6.000,*,*,*,*,RRAT,*
330,J0919-42,J0919-42,09:19,*,*,1.230618,*,*,*,57.80,0.58,*,*,*,*,*,*,*
331,J0919-6040,J0919-6040,09:19:27.8,-60:40:50.4,55190.00,0.821709,-6.752e-18,*,55190.00,82.50,3.54,*,*,*,*,*,*,*
332,B0917+63,J0921+6254,09:21:14.1,+62:54:13.9,49687.00,0.637758,-1.468e-15,1.700e-28,49687.00,13.16,0.79,38.000,49.400,5.00,0.50,-1.80,*,*
333,B0919+06,J0922+0638,09:22:14.0,+06:38:23.3,48227.00,2.322195,-7.404e-14,1.800e-24,55140.16,27.30,1.10,10.500,24.400,52.00,4.20,-1.80,*,1
334,J0922-4949,J0922-4949,09:22:14.9,-49:49:12.0,51279.00,1.052312,-1.080e-13,*,51279.00,237.10,10.37,6.900,31.000,*,0.52,*,*,*
335,J0922-52,J0922-52,09:22,-52,56102.00,103.305785,*,*,56102.00,122.40,3.76,0.790,*,*,0.16,*,*,*
336,J0923-31,J0923-31,09:23:58,-31:57,*,*,*,*,*,72.00,1.02,*,*,*,*,*,RRAT,*
337,B0922-52,J0924-5302,09:24:08.6,-53:02:44.2,43555.46,1.339952,-6.370e-14,*,43555.46,152.90,5.61,15.000,25.000,12.00,1.10,*,*,*
338,B0923-58,J0924-5814,09:24:31.0,-58:14:06.4,47728.45,1.352263,-8.920e-15,*,47728.45,57.40,1.87,41.000,80.000,22.00,4.30,*,*,*
339,J0927+23,J0927+23,09:27:37,+23:47,*,1.312532,*,*,*,23.00,2.52,*,*,1.00,*,*,*,*
340,J0928+06,J0928+06,09:28:44,+06:14,56437.00,0.485343,*,*,56437.00,50.00,2.88,*,*,*,*,*,*,*
